,Index,Name,X,Y,Z,Altitude,Depth,formation
0,GD0001,WBVAltenhagen12/4,32428405.75,5784686.57,131.8,132.0,59.0,Quaternary
1,GD0001,WBVAltenhagen12/4,32428405.75,5784686.57,119.2,132.0,59.0,MittlererBuntsandsteinGP
2,GD0001,WBVAltenhagen12/4,32428405.75,5784686.57,86.8,132.0,59.0,Zechstein
3,GD0001,WBVAltenhagen12/4,32428405.75,5784686.57,84.0,132.0,59.0,UntererKeuperGP
4,GD0001,WBVAltenhagen12/4,32428405.75,5784686.57,73.0,132.0,59.0,UnterJura
5,GD0002,Lengerich24,32429575.25,5782307.49,105.5,110.0,99.0,Quaternary
6,GD0002,Lengerich24,32429575.25,5782307.49,53.0,110.0,99.0,OberJura
7,GD0002,Lengerich24,32429575.25,5782307.49,11.0,110.0,99.0,MittelJura
8,GD0003,WBVAltenhagen12/3,32428280.8,5784631.59,109.5,118.0,90.0,Quaternary
9,GD0003,WBVAltenhagen12/3,32428280.8,5784631.59,65.0,118.0,90.0,MittelJura
10,GD0003,WBVAltenhagen12/3,32428280.8,5784631.59,49.0,118.0,90.0,UntererKeuperGP
11,GD0003,WBVAltenhagen12/3,32428280.8,5784631.59,28.0,118.0,90.0,UnterJura
12,GD0004,Lengerich22,32429475.28,5782167.55,115.0,120.0,104.0,Quaternary
13,GD0004,Lengerich22,32429475.28,5782167.55,16.0,120.0,104.0,OberJura
14,GD0005,WBVAltenhagen12/5,32428335.78,5784621.59,114.22,120.22,80.0,Quaternary
15,GD0005,WBVAltenhagen12/5,32428335.78,5784621.59,104.22,120.22,80.0,MittlererBuntsandsteinGP
16,GD0005,WBVAltenhagen12/5,32428335.78,5784621.59,82.22,120.22,80.0,Zechstein
17,GD0005,WBVAltenhagen12/5,32428335.78,5784621.59,66.22,120.22,80.0,UntererKeuperGP
18,GD0005,WBVAltenhagen12/5,32428335.78,5784621.59,40.22,120.22,80.0,UnterJura
19,GD0006,WBVAltenhagenBr.13,32428340.77,5784646.58,105.0,121.0,58.0,UntererKeuperGP
20,GD0006,WBVAltenhagenBr.13,32428340.77,5784646.58,77.0,121.0,58.0,Zechstein
21,GD0006,WBVAltenhagenBr.13,32428340.77,5784646.58,63.0,121.0,58.0,MittelJura
22,GD0007,WBVAltenhagen12/1,32428335.78,5784551.62,107.0,109.0,21.0,Quaternary
23,GD0007,WBVAltenhagen12/1,32428335.78,5784551.62,88.0,109.0,21.0,MittelJura
24,GD0008,Nr.82AltenhagenVB6=Br.III,32428855.57,5784376.68,104.9,108.0,125.0,Quaternary
25,GD0008,Nr.82AltenhagenVB6=Br.III,32428855.57,5784376.68,-17.0,108.0,125.0,UnterJura
26,GD0009,WBVAltenhagenBr.12,32428415.75,5784696.56,131.8,132.0,53.0,Quaternary
27,GD0009,WBVAltenhagenBr.12,32428415.75,5784696.56,119.0,132.0,53.0,MittlererBuntsandsteinGP
28,GD0009,WBVAltenhagenBr.12,32428415.75,5784696.56,86.8,132.0,53.0,Zechstein
29,GD0009,WBVAltenhagenBr.12,32428415.75,5784696.56,84.0,132.0,53.0,UntererKeuperGP
30,GD0009,WBVAltenhagenBr.12,32428415.75,5784696.56,79.0,132.0,53.0,UnterJura
31,GD0010,"Kartierbohrg.GDNRW,Emsniederung4013/3042",32425907.25,5756928.64,44.4,68.5,25.0,Quaternary
32,GD0010,"Kartierbohrg.GDNRW,Emsniederung4013/3042",32425907.25,5756928.64,43.5,68.5,25.0,UnterCampanium
33,GD0011,"Kartierbohrg.GDNRW,Emsniederung4013/3043",32425840.28,5756836.68,46.9,71.0,25.0,Quaternary
34,GD0011,"Kartierbohrg.GDNRW,Emsniederung4013/3043",32425840.28,5756836.68,46.0,71.0,25.0,UnterCampanium
35,GD0012,B7WASSERWIRTSCH.STELLE,32421598.38,5780728.24,41.95,62.0,22.05,Quaternary
36,GD0012,B7WASSERWIRTSCH.STELLE,32421598.38,5780728.24,39.95,62.0,22.05,Oberkreide
37,GD0013,AverkampMünster,32409822.55,5754768.72,46.8,53.5,30.0,Quaternary
38,GD0013,AverkampMünster,32409822.55,5754768.72,23.5,53.5,30.0,UnterCampanium
39,GD0014,"Kartierbohrg.GDNRW,Münster3911/3036",32405171.58,5764839.79,9.5,51.1,42.3,Quaternary
40,GD0014,"Kartierbohrg.GDNRW,Münster3911/3036",32405171.58,5764839.79,8.800000000000004,51.1,42.3,UnterCampanium
41,GD0015,TestsondenbohrungStudentenwerkMünster,32404479.69,5756653.05,55.68,58.18,132.0,Quaternary
42,GD0015,TestsondenbohrungStudentenwerkMünster,32404479.69,5756653.05,-73.82,58.18,132.0,UnterCampanium
43,GD0016,"Kartierbohrg.GDNRW,MünsterRK3911/1001",32408323.42,5768767.18,22.35,45.0,23.0,Quaternary
44,GD0016,"Kartierbohrg.GDNRW,MünsterRK3911/1001",32408323.42,5768767.18,22.0,45.0,23.0,UnterCampanium
45,GD0017,"Kartierbohrg.GDNRW,MünsterRK3911/1002",32403179.44,5768396.4,16.5,49.3,33.0,Quaternary
46,GD0017,"Kartierbohrg.GDNRW,MünsterRK3911/1002",32403179.44,5768396.4,16.299999999999997,49.3,33.0,UnterCampanium
47,GD0018,"Kartierbohrg.GDNRW,MünsterRK3912/1001",32413220.37,5762853.46,25.199999999999996,49.3,25.0,Quaternary
48,GD0018,"Kartierbohrg.GDNRW,MünsterRK3912/1001",32413220.37,5762853.46,24.299999999999997,49.3,25.0,UnterCampanium
49,GD0019,"Kartierbrg.GDNRW,EmsniederungRK4012/1002",32415119.59,5761429.0,27.8,49.0,22.0,Quaternary
50,GD0019,"Kartierbrg.GDNRW,EmsniederungRK4012/1002",32415119.59,5761429.0,27.0,49.0,22.0,Oberkreide
52,GD0020,ErsatzschleusenMünster,32408119.32,5759618.81,53.7,57.2,21.55,Quaternary
53,GD0020,ErsatzschleusenMünster,32408119.32,5759618.81,35.650000000000006,57.2,21.55,UnterCampanium
54,GD0021,MESSSTELLE105,32404976.51,5757722.62,44.0,58.3,20.2,Quaternary
55,GD0021,MESSSTELLE105,32404976.51,5757722.62,43.3,58.3,20.2,UnterCampanium
57,GD0022,"Brückenbauw.""KappenbergerDamm""Wanne-Bremen",32404127.78,5754019.1,44.92,62.42,20.5,Quaternary
58,GD0022,"Brückenbauw.""KappenbergerDamm""Wanne-Bremen",32404127.78,5754019.1,41.92,62.42,20.5,UnterCampanium
59,GD0023,Diplomkartierung/ArbeitHagedorn,32403130.29,5760431.57,66.3,67.5,35.0,Quaternary
60,GD0023,Diplomkartierung/ArbeitHagedorn,32403130.29,5760431.57,32.5,67.5,35.0,UnterCampanium
61,GD0024,Voßgasse/Neubrückenstrasse,32405764.21,5757942.52,37.55,50.85,20.0,Quaternary
62,GD0024,Voßgasse/Neubrückenstrasse,32405764.21,5757942.52,30.85,50.85,20.0,UnterCampanium
63,GD0025,Voßgasse/Neubrückenstrasse,32405774.21,5757957.51,43.92999999999999,56.23,20.0,Quaternary
64,GD0025,Voßgasse/Neubrückenstrasse,32405774.21,5757957.51,36.23,56.23,20.0,UnterCampanium
65,GD0026,Voßgasse/Neubrückenstrasse,32405797.2,5757976.5,44.75,56.05,20.0,Quaternary
66,GD0026,Voßgasse/Neubrückenstrasse,32405797.2,5757976.5,36.05,56.05,20.0,UnterCampanium
67,GD0027,"Kartierbohrg.GDNRW,Emsniederung4013/3026",32424283.92,5758504.04,31.3,51.0,20.5,Quaternary
68,GD0027,"Kartierbohrg.GDNRW,Emsniederung4013/3026",32424283.92,5758504.04,30.5,51.0,20.5,Oberkreide
69,GD0028,"Kartierbohrg.GDNRW,Emsniederung4013/3034",32425992.25,5758699.94,32.5,56.5,25.0,Quaternary
70,GD0028,"Kartierbohrg.GDNRW,Emsniederung4013/3034",32425992.25,5758699.94,31.5,56.5,25.0,Oberkreide
71,GD0029,ZOOLOGISCHESINSTITUT,32404854.56,5757587.67,45.0,59.0,30.0,Quaternary
72,GD0029,ZOOLOGISCHESINSTITUT,32404854.56,5757587.67,29.0,59.0,30.0,Oberkreide
73,GD0030,MESSSTELLE455,32404485.76,5760332.59,38.28,59.78,22.0,Quaternary
74,GD0030,MESSSTELLE455,32404485.76,5760332.59,37.78,59.78,22.0,Oberkreide
75,GD0031,BR.1VORSEHUNGSKLOSTER,32409792.69,5761386.09,33.5,53.0,40.0,Quaternary
76,GD0031,BR.1VORSEHUNGSKLOSTER,32409792.69,5761386.09,13.0,53.0,40.0,UnterCampanium
77,GD0032,MESSSTELLE352,32406058.98,5752212.79,33.2,62.0,29.0,Quaternary
78,GD0032,MESSSTELLE352,32406058.98,5752212.79,33.0,62.0,29.0,Oberkreide
79,GD0033,B.BAHNH.BOESENS.KM54.82,32395965.01,5751792.73,59.0,63.0,20.0,Quaternary
80,GD0033,B.BAHNH.BOESENS.KM54.82,32395965.01,5751792.73,43.0,63.0,20.0,UnterCampanium
81,GD0034,KBBKartierbohrungGLANW,32420938.36,5765154.44,23.5,54.5,32.5,Quaternary
82,GD0034,KBBKartierbohrungGLANW,32420938.36,5765154.44,22.0,54.5,32.5,UnterCampanium
83,GD0035,BRIWWOstbevern,32421188.26,5765164.43,35.699999999999996,52.8,34.6,Quaternary
84,GD0035,BRIWWOstbevern,32421188.26,5765164.43,18.199999999999996,52.8,34.6,Oberkreide
85,GD0036,KBBKartierbohrungGLANW,32422077.94,5766563.86,34.5,55.0,21.5,Quaternary
86,GD0036,KBBKartierbohrungGLANW,32422077.94,5766563.86,33.5,55.0,21.5,UnterCampanium
87,GD0037,BI-XIIINEUB.JURIST.FAKULT,32405234.41,5757687.63,43.3,56.0,30.8,Quaternary
88,GD0037,BI-XIIINEUB.JURIST.FAKULT,32405234.41,5757687.63,25.2,56.0,30.8,Oberkreide
89,GD0038,TanklagerEverswinkel,32425136.48,5752289.5,55.4,58.0,96.0,Quaternary
90,GD0038,TanklagerEverswinkel,32425136.48,5752289.5,-38.0,58.0,96.0,Oberkreide
91,GD0039,MESSSTELLE462,32405717.15,5753719.19,44.31,69.31,25.5,Quaternary
92,GD0039,MESSSTELLE462,32405717.15,5753719.19,43.81,69.31,25.5,Oberkreide
93,GD0040,DatenbankStadtwerkeMünster,32405890.07,5753327.35,47.83,68.83,21.4,Quaternary
94,GD0040,DatenbankStadtwerkeMünster,32405890.07,5753327.35,47.43,68.83,21.4,UnterCampanium
95,GD0041,Brg.A17AusbauBundesstr.51Umgehungsstr.,32405814.13,5754938.71,40.8,62.9,22.1,Quaternary
96,GD0042,ENTNAHMEBR.WASSERVER.TEL.,32416250.14,5761455.97,31.0,51.0,21.0,Quaternary
97,GD0042,ENTNAHMEBR.WASSERVER.TEL.,32416250.14,5761455.97,30.0,51.0,21.0,Oberkreide
98,GD0043,WWTelgteVK10,32416540.04,5761835.82,27.75,50.15,23.5,Quaternary
99,GD0043,WWTelgteVK10,32416540.04,5761835.82,26.65,50.15,23.5,Oberkreide
100,GD0044,B1Baugrund-Unters.fKM8.250EMSBR.587/2,32409607.85,5765839.32,28.360000000000003,44.81,20.5,Quaternary
101,GD0044,B1Baugrund-Unters.fKM8.250EMSBR.587/2,32409607.85,5765839.32,24.310000000000002,44.81,20.5,Oberkreide
102,GD0045,"B104Bockholter-Brücke93,rechtesUfer",32410162.68,5768023.45,31.24,50.54,21.7,Quaternary
103,GD0045,"B104Bockholter-Brücke93,rechtesUfer",32410162.68,5768023.45,28.84,50.54,21.7,Oberkreide
104,GD0046,BohrungFinanzbauamtMuenster-OstII,32411928.86,5762213.73,26.300000000000004,49.2,23.4,Quaternary
105,GD0046,BohrungFinanzbauamtMuenster-OstII,32411928.86,5762213.73,25.800000000000004,49.2,23.4,Oberkreide
106,GD0047,BRGROSSEBEIKEL,32382392.21,5760857.07,109.0,114.0,36.0,Quaternary
107,GD0047,BRGROSSEBEIKEL,32382392.21,5760857.07,78.0,114.0,36.0,Oberkreide
108,GD0048,KBBKartierbohrungGLA1029,32387282.73,5738974.2,79.7,81.2,24.0,Quaternary
109,GD0048,KBBKartierbohrungGLA1029,32387282.73,5738974.2,57.2,81.2,24.0,UnterCampanium
110,GD0049,ENTNAHMEBR.INOTTULN,32386145.62,5755439.41,96.2,104.5,57.0,Quaternary
111,GD0049,ENTNAHMEBR.INOTTULN,32386145.62,5755439.41,47.5,104.5,57.0,UnterCampanium
112,GD0050,KBBKartierbohrungGLANW,32393985.93,5779677.46,29.5,49.5,21.0,Quaternary
113,GD0050,KBBKartierbohrungGLANW,32393985.93,5779677.46,28.5,49.5,21.0,MittelSantonium
114,GD0051,Gelmer,32408883.17,5767268.76,26.0,45.4,20.0,Quaternary
115,GD0051,Gelmer,32408883.17,5767268.76,25.4,45.4,20.0,Oberkreide
116,GD0052,PB13ALBERTMANNLGD,32402455.74,5769452.99,21.1,50.0,29.0,Quaternary
117,GD0052,PB13ALBERTMANNLGD,32402455.74,5769452.99,21.0,50.0,29.0,UnterCampanium
118,GD0053,Peilrohr112WWAhlintel,32398297.52,5776280.34,26.73,45.43,20.0,Quaternary
119,GD0053,Peilrohr112WWAhlintel,32398297.52,5776280.34,25.43,45.43,20.0,MittelSantonium
120,GD0054,KBBKartierbohrungGLANW,32387242.23,5776284.72,57.5,63.5,39.3,Quaternary
121,GD0054,KBBKartierbohrungGLANW,32387242.23,5776284.72,25.5,63.5,39.3,UnterCampanium
122,GD0054,KBBKartierbohrungGLANW,32387242.23,5776284.72,24.200000000000003,63.5,39.3,OberSantonium
123,GD0055,B.AWEBEREIWATTENDORFF,32390435.35,5776562.81,57.0,61.0,270.0,Quaternary
124,GD0055,B.AWEBEREIWATTENDORFF,32390435.35,5776562.81,-209.0,61.0,270.0,Oberkreide
125,GD0056,KBBKartierbohrungGLANW,32423727.21,5762325.52,36.0,56.0,21.0,Quaternary
126,GD0056,KBBKartierbohrungGLANW,32423727.21,5762325.52,35.0,56.0,21.0,UnterCampanium
127,GD0057,KBBKartierbohrungGLANW,32424986.85,5770102.41,33.0,55.5,24.0,Quaternary
128,GD0057,KBBKartierbohrungGLANW,32424986.85,5770102.41,31.5,55.5,24.0,UnterSantonium
129,GD0058,KBBKartierbohrungGLANW,32426446.31,5772061.61,38.5,57.5,24.0,Quaternary
130,GD0058,KBBKartierbohrungGLANW,32426446.31,5772061.61,33.5,57.5,24.0,UnterSantonium
131,GD0059,KBBKartierbohrungGLANW,32428655.42,5771421.84,38.0,60.0,24.0,Quaternary
132,GD0059,KBBKartierbohrungGLANW,32428655.42,5771421.84,36.0,60.0,24.0,UnterSantonium
133,GD0060,B24WASSERERSCHL.S.OSNAB,32429405.13,5771731.7,42.6,64.0,22.0,Quaternary
134,GD0060,B24WASSERERSCHL.S.OSNAB,32429405.13,5771731.7,42.0,64.0,22.0,Oberkreide
135,GD0061,L10Lengerich,32418599.6,5782077.75,36.379999999999995,57.08,24.7,Quaternary
136,GD0061,L10Lengerich,32418599.6,5782077.75,32.379999999999995,57.08,24.7,Oberkreide
137,GD0062,WasserversorgungsverbandTecklenburgerLand,32418003.46,5783026.99,28.35,57.35,31.0,Quaternary
138,GD0062,WasserversorgungsverbandTecklenburgerLand,32418003.46,5783026.99,26.35,57.35,31.0,UnterSantonium
139,GD0063,WWTelgte26,32416475.07,5762250.66,28.24,48.44,20.7,Quaternary
140,GD0063,WWTelgte26,32416475.07,5762250.66,27.74,48.44,20.7,Oberkreide
141,GD0064,SP-Bohrung06Hydrogeol.Kartierung,32422308.0,5774840.57,36.0,56.0,23.0,Quaternary
142,GD0064,SP-Bohrung06Hydrogeol.Kartierung,32422308.0,5774840.57,33.0,56.0,23.0,Oberkreide
143,GD0065,SP-Bohrung03Hydrogeol.Kartierung,32423857.38,5774840.55,36.5,57.0,26.0,Quaternary
144,GD0065,SP-Bohrung03Hydrogeol.Kartierung,32423857.38,5774840.55,31.0,57.0,26.0,Oberkreide
145,GD0066,KB-Bohrung05Hydrogeol.Kartierung,32423307.7,5780273.4,49.55,68.75,20.0,Quaternary
146,GD0066,KB-Bohrung05Hydrogeol.Kartierung,32423307.7,5780273.4,48.75,68.75,20.0,Oberkreide
147,GD0067,B.TE1(G.SUHRE)LGD,32425356.77,5773960.88,35.5,60.0,25.0,Quaternary
148,GD0067,B.TE1(G.SUHRE)LGD,32425356.77,5773960.88,35.0,60.0,25.0,Oberkreide
149,GD0068,SP-Bohrung02Hydrogeol.Kartierung,32428935.43,5778189.14,71.5,90.0,23.0,Quaternary
150,GD0068,SP-Bohrung02Hydrogeol.Kartierung,32428935.43,5778189.14,67.0,90.0,23.0,Oberkreide
151,GD0069,Lengerich15,32428995.32,5773331.07,45.5,68.2,23.7,Quaternary
152,GD0069,Lengerich15,32428995.32,5773331.07,44.5,68.2,23.7,Oberkreide
154,GD0070,KB-Bohrung01Hydrogeol.Kartierung,32429635.11,5775710.12,54.65,71.75,20.0,Quaternary
155,GD0070,KB-Bohrung01Hydrogeol.Kartierung,32429635.11,5775710.12,51.75,71.75,20.0,Oberkreide
156,GD0071,B1DO.-EMS-KAN.88.090LI,32411552.27,5775280.55,28.5,49.1,22.6,Quaternary
157,GD0071,B1DO.-EMS-KAN.88.090LI,32411552.27,5775280.55,26.5,49.1,22.6,Oberkreide
158,GD0072,WasserversorgungsverbandTecklenburgerLand,32412492.63,5782662.85,24.189999999999998,52.19,29.0,Quaternary
159,GD0072,WasserversorgungsverbandTecklenburgerLand,32412492.63,5782662.85,23.189999999999998,52.19,29.0,UnterSantonium
160,GD0073,BR.S1THIERSCHLACHTEREI,32389370.61,5735981.79,96.5,98.0,30.0,Quaternary
161,GD0073,BR.S1THIERSCHLACHTEREI,32389370.61,5735981.79,68.0,98.0,30.0,UnterCampanium
162,GD0074,B.GEMEINDEVERW.HAVIXBECK,32389701.81,5759544.75,86.9,92.5,30.0,Quaternary
163,GD0074,B.GEMEINDEVERW.HAVIXBECK,32389701.81,5759544.75,62.5,92.5,30.0,OberCampanium
164,GD0075,BR.1WWHAVIXBECK,32389834.11,5758435.75,101.2,105.0,40.1,Quaternary
165,GD0075,BR.1WWHAVIXBECK,32389834.11,5758435.75,64.9,105.0,40.1,OberCampanium
166,GD0076,KBBKartierbohrungGLA1048,32391462.92,5737471.42,35.2,51.2,21.0,Quaternary
167,GD0076,KBBKartierbohrungGLA1048,32391462.92,5737471.42,30.200000000000003,51.2,21.0,UnterCampanium
168,GD0077,WasserversorgungsverbandTecklenburgerLand,32414829.96,5782628.29,28.47,56.47,42.0,Quaternary
169,GD0077,WasserversorgungsverbandTecklenburgerLand,32414829.96,5782628.29,14.469999999999999,56.47,42.0,MittelConiacium
170,GD0078,WasserversorgungsverbandTecklenburgerLand,32415150.35,5780356.07,30.810000000000002,52.81,23.0,Quaternary
171,GD0078,WasserversorgungsverbandTecklenburgerLand,32415150.35,5780356.07,29.810000000000002,52.81,23.0,UnterSantonium
172,GD0079,B6BROCHTERBECK,32415330.92,5783187.35,29.5,58.0,32.5,Quaternary
173,GD0079,B6BROCHTERBECK,32415330.92,5783187.35,25.5,58.0,32.5,Oberkreide
174,GD0080,KartierbohrungGLA10195,32384688.02,5768716.4,63.5,105.0,41.5,UnterCampanium
175,GD0081,B6EMSAUSBAUGREVEN,32404304.07,5772452.77,18.5,39.5,21.2,Quaternary
176,GD0081,B6EMSAUSBAUGREVEN,32404304.07,5772452.77,18.3,39.5,21.2,OberSantonium
177,GD0082,WasserversorgungsverbandTecklenburgerLand,32412396.04,5784563.72,25.520000000000003,54.02,30.0,Quaternary
178,GD0082,WasserversorgungsverbandTecklenburgerLand,32412396.04,5784563.72,24.020000000000003,54.02,30.0,MittelConiacium
179,GD0083,WasserversorgungsverbandTecklenburgerLand,32413807.9,5784681.14,28.9,54.9,29.0,Quaternary
180,GD0083,WasserversorgungsverbandTecklenburgerLand,32413807.9,5784681.14,25.9,54.9,29.0,UnterSantonium
181,GD0084,WWBrochterbeckP26,32414721.19,5784761.73,26.73,55.03,30.3,Quaternary
182,GD0084,WWBrochterbeckP26,32414721.19,5784761.73,24.73,55.03,30.3,Oberkreide
183,GD0085,KartierbrgGDNRWMünster3911/3015,32404617.83,5766402.17,23.0,49.0,26.6,Quaternary
184,GD0085,KartierbrgGDNRWMünster3911/3015,32404617.83,5766402.17,22.4,49.0,26.6,UnterCampanium
185,GD0086,BrinkkötterHausbrunnen,32407263.24,5736196.1,66.9,68.0,27.0,Quaternary
186,GD0086,BrinkkötterHausbrunnen,32407263.24,5736196.1,41.0,68.0,27.0,Oberkreide
187,GD0087,BR10BROCHTERBECK,32415372.92,5784446.85,21.6,50.0,28.9,Quaternary
188,GD0087,BR10BROCHTERBECK,32415372.92,5784446.85,21.1,50.0,28.9,Oberkreide
189,GD0088,WWBrochterbeckBR16,32415230.98,5784801.71,26.11,55.71,29.8,Quaternary
190,GD0088,WWBrochterbeckBR16,32415230.98,5784801.71,25.91,55.71,29.8,Oberkreide
191,GD0089,Brg.Sendenhorst1967,32420058.32,5743343.11,-67.69999999999999,63.0,151.0,OberCampanium
192,GD0089,Brg.Sendenhorst1967,32420058.32,5743343.11,-88.0,63.0,151.0,UnterCampanium
193,GD0090,B1DRENSTEINFURT,32410931.82,5737840.41,58.5,64.2,43.0,Quaternary
194,GD0090,B1DRENSTEINFURT,32410931.82,5737840.41,21.200000000000003,64.2,43.0,Oberkreide
196,GD0091,Br.IWiewelMerscherweg,32413420.85,5738495.12,49.120000000000005,63.92,35.0,Quaternary
197,GD0091,Br.IWiewelMerscherweg,32413420.85,5738495.12,28.92,63.92,35.0,Oberkreide
199,GD0092,Brg.A19AusbauBundesstr.51Umgehungsstr.,32405874.11,5754958.7,42.4,62.9,20.5,Quaternary
200,GD0093,BR.SUDMUEHLEHOLLING,32409062.98,5761196.17,49.0,53.0,42.0,Quaternary
201,GD0093,BR.SUDMUEHLEHOLLING,32409062.98,5761196.17,11.0,53.0,42.0,UnterCampanium
202,GD0094,SE.1PachthofvonDrostezuSend./Brinkmann,32394485.8,5746006.01,53.0,59.0,30.0,Quaternary
203,GD0094,SE.1PachthofvonDrostezuSend./Brinkmann,32394485.8,5746006.01,29.0,59.0,30.0,UnterCampanium
204,GD0095,VB.NR.17WECHTE,32416880.29,5782527.59,31.999999999999996,56.8,28.5,Quaternary
205,GD0095,VB.NR.17WECHTE,32416880.29,5782527.59,28.299999999999997,56.8,28.5,Oberkreide
206,GD0096,L9Lengerich,32418239.74,5781767.87,34.06,55.86,25.8,Quaternary
207,GD0096,L9Lengerich,32418239.74,5781767.87,30.06,55.86,25.8,Oberkreide
208,GD0097,L14Lengerich,32418459.66,5782187.7,29.840000000000003,57.49,31.65,Quaternary
209,GD0097,L14Lengerich,32418459.66,5782187.7,25.840000000000003,57.49,31.65,Oberkreide
210,GD0098,Br.L18Lengerich,32419799.11,5781627.91,37.22,56.82,23.6,Quaternary
211,GD0098,Br.L18Lengerich,32419799.11,5781627.91,33.22,56.82,23.6,Oberkreide
212,GD0099,Multi-Level-BeobachtungsbrunnenV,32427755.79,5772351.48,37.0,59.5,23.5,Quaternary
213,GD0099,Multi-Level-BeobachtungsbrunnenV,32427755.79,5772351.48,36.0,59.5,23.5,Oberkreide
214,GD0100,KBBKartierbohrungGLANW,32404045.06,5766953.96,17.5,49.5,33.0,Quaternary
215,GD0100,KBBKartierbohrungGLANW,32404045.06,5766953.96,16.5,49.5,33.0,UnterCampanium
216,GD0101,KBBKartierbohrungGLANW,32404274.99,5767533.73,25.5,48.5,24.0,Quaternary
217,GD0101,KBBKartierbohrungGLANW,32404274.99,5767533.73,24.5,48.5,24.0,UnterCampanium
218,GD0102,Aufschlußbohrung,32406634.11,5770152.65,21.2,41.0,20.0,Quaternary
219,GD0102,Aufschlußbohrung,32406634.11,5770152.65,21.0,41.0,20.0,Oberkreide
220,GD0103,KBBKartierbegleitendeBohrungGLANW,32407453.8,5770802.38,26.0,45.0,21.0,Quaternary
221,GD0103,KBBKartierbegleitendeBohrungGLANW,32407453.8,5770802.38,24.0,45.0,21.0,UnterCampanium
222,GD0104,MESSSTELLE430,32405767.12,5753188.4,39.8,63.0,23.4,Quaternary
223,GD0104,MESSSTELLE430,32405767.12,5753188.4,39.6,63.0,23.4,Oberkreide
224,GD0105,AusbauB51/B54Münster,32405601.21,5754911.72,41.34,66.14,25.0,Quaternary
225,GD0105,AusbauB51/B54Münster,32405601.21,5754911.72,41.14,66.14,25.0,UnterCampanium
226,GD0106,KBBKartierbohrungGLANW,32422247.82,5763655.02,34.25,56.25,24.0,Quaternary
227,GD0106,KBBKartierbohrungGLANW,32422247.82,5763655.02,32.25,56.25,24.0,UnterCampanium
228,GD0107,KBBKartierbohrungGLANW,32422577.75,5767153.62,42.0,64.5,23.5,Quaternary
229,GD0107,KBBKartierbohrungGLANW,32422577.75,5767153.62,41.0,64.5,23.5,UnterCampanium
230,GD0108,"BR.IC.MUELLER,Kreuzstr.6-10",32405302.39,5758152.44,45.0,60.0,28.0,Quaternary
231,GD0108,"BR.IC.MUELLER,Kreuzstr.6-10",32405302.39,5758152.44,32.0,60.0,28.0,Cretaceous
232,GD0109,AusbauB51/B54Münster,32405972.07,5755043.66,42.23,62.73,21.0,Quaternary
233,GD0109,AusbauB51/B54Münster,32405972.07,5755043.66,41.73,62.73,21.0,UnterCampanium
234,GD0110,PB11/II(RAUMANN)LGDI.Ordnung,32400246.68,5772731.72,22.0,46.0,25.0,Quaternary
235,GD0110,PB11/II(RAUMANN)LGDI.Ordnung,32400246.68,5772731.72,21.0,46.0,25.0,UnterCampanium
236,GD0111,"Brg.Geophysik,Wilhelms-UniversitätMünster",32403640.05,5758347.39,56.8,62.8,29.0,Quaternary
237,GD0111,"Brg.Geophysik,Wilhelms-UniversitätMünster",32403640.05,5758347.39,33.8,62.8,29.0,UnterCampanium
238,GD0112,"Kartierbohrg.GDNRW,Emsniederung4012/3146",32417359.71,5761439.97,33.8,54.0,21.0,Quaternary
239,GD0112,"Kartierbohrg.GDNRW,Emsniederung4012/3146",32417359.71,5761439.97,33.0,54.0,21.0,UnterCampanium
240,GD0113,"Kartierbohrg.GDNRW,Emsniederung4012/3148",32418018.41,5759714.64,31.45,52.15,21.0,Quaternary
241,GD0113,"Kartierbohrg.GDNRW,Emsniederung4012/3148",32418018.41,5759714.64,31.15,52.15,21.0,UnterCampanium
242,GD0114,"Kartierbohrg.GDNRW,Münster3912/3507",32411010.26,5763826.1,25.2,49.0,25.0,Quaternary
243,GD0114,"Kartierbohrg.GDNRW,Münster3912/3507",32411010.26,5763826.1,24.0,49.0,25.0,UnterCampanium
244,GD0115,KBBKartierbohrung,32413781.16,5763645.14,31.0,50.5,21.0,Quaternary
245,GD0115,KBBKartierbohrung,32413781.16,5763645.14,29.5,50.5,21.0,Cretaceous
246,GD0116,TE/10Kattenvenne,32423107.63,5771931.71,34.370000000000005,55.07,21.4,Quaternary
247,GD0116,TE/10Kattenvenne,32423107.63,5771931.71,33.67,55.07,21.4,Oberkreide
248,GD0117,B16WASSERERSCHL.S.OSNABR,32429974.87,5769992.39,39.25,62.35,27.0,Quaternary
249,GD0117,B16WASSERERSCHL.S.OSNABR,32429974.87,5769992.39,35.35,62.35,27.0,Oberkreide
250,GD0118,"B,WE3(7)KLATENB.",32416030.24,5761925.79,27.499999999999996,46.8,24.0,Quaternary
251,GD0118,"B,WE3(7)KLATENB.",32416030.24,5761925.79,22.799999999999997,46.8,24.0,Oberkreide
252,GD0119,"Kartierbohrg.GDNRW,Emsniederung4013/1010",32423872.13,5760971.06,37.5,54.5,29.0,Quaternary
253,GD0119,"Kartierbohrg.GDNRW,Emsniederung4013/1010",32423872.13,5760971.06,25.5,54.5,29.0,Oberkreide
254,GD0120,"Kartierbohrg.GDNRW,Münster3912/3501",32411924.89,5763728.13,30.199999999999996,50.3,21.0,Quaternary
