,Index,Name,X,Y,Z,Altitude,Depth,formation
562,GD0270,BRROEHLMANNSENDEN,32397007.38,5743263.44,58.5,61.0,51.0,Quaternary
563,GD0270,BRROEHLMANNSENDEN,32397007.38,5743263.44,10.0,61.0,51.0,UnterCampanium
564,GD0271,BBUESCHERSENDEN,32395472.94,5745440.08,44.0,58.0,40.0,Quaternary
565,GD0271,BBUESCHERSENDEN,32395472.94,5745440.08,18.0,58.0,40.0,UnterCampanium
566,GD0272,BRIISPORTGELAENDESENDEN,32395320.8,5745996.6,43.9,57.4,60.0,Quaternary
567,GD0272,BRIISPORTGELAENDESENDEN,32395320.8,5745996.6,-2.6000000000000014,57.4,60.0,UnterCampanium
568,GD0273,BRSPIERLINGSENDEN,32395676.51,5745281.62,53.7,58.7,44.0,Quaternary
569,GD0273,BRSPIERLINGSENDEN,32395676.51,5745281.62,14.700000000000003,58.7,44.0,UnterCampanium
570,GD0274,BR490BAHNMS-WANNE44.151,32386840.11,5746686.32,61.3,64.5,31.1,Quaternary
571,GD0274,BR490BAHNMS-WANNE44.151,32386840.11,5746686.32,33.4,64.5,31.1,Oberkreide
572,GD0275,BRIVNIEHOFFDALDRUP,32387622.41,5740784.13,63.5,63.6,30.0,Quaternary
573,GD0275,BRIVNIEHOFFDALDRUP,32387622.41,5740784.13,33.6,63.6,30.0,Oberkreide
574,GD0276,HB3SCHULZEFAHRWIKHIDD.,32391126.95,5744373.59,56.2,57.2,21.0,Quaternary
575,GD0276,HB3SCHULZEFAHRWIKHIDD.,32391126.95,5744373.59,36.2,57.2,21.0,Oberkreide
576,GD0277,KBBKartierbohrungGLA1004,32386156.52,5745393.82,64.3,66.8,20.85,Quaternary
577,GD0277,KBBKartierbohrungGLA1004,32386156.52,5745393.82,45.949999999999996,66.8,20.85,UnterCampanium
578,GD0278,BR492KM43.131BAHNL.MS,32386044.27,5746068.79,63.3,66.3,46.75,Quaternary
579,GD0278,BR492KM43.131BAHNL.MS,32386044.27,5746068.79,19.549999999999997,66.3,46.75,Oberkreide
580,GD0279,BrunnenBVRademacherDülmen,32386218.89,5747392.28,62.800000000000004,63.7,30.0,Quaternary
582,GD0279,BrunnenBVRademacherDülmen,32386218.89,5747392.28,33.7,63.7,30.0,UnterCampanium
583,GD0280,B2RASTPL.A43BULDERN,32386252.65,5749181.8,68.4,71.4,35.0,Quaternary
584,GD0280,B2RASTPL.A43BULDERN,32386252.65,5749181.8,36.400000000000006,71.4,35.0,Oberkreide
585,GD0281,BRI+IIWAERMEP.SCHLUETER,32389855.92,5744120.81,45.2,57.2,23.0,Quaternary
586,GD0281,BRI+IIWAERMEP.SCHLUETER,32389855.92,5744120.81,34.2,57.2,23.0,UnterCampanium
587,GD0282,BRGRONDKEHIDDINGSEL,32389730.09,5744466.17,54.8,57.8,30.0,Quaternary
588,GD0282,BRGRONDKEHIDDINGSEL,32389730.09,5744466.17,27.799999999999997,57.8,30.0,Oberkreide
589,GD0283,BRI+IIWAERMEP.URBAN,32389760.87,5744484.91,55.4,57.9,32.0,Quaternary
590,GD0283,BRI+IIWAERMEP.URBAN,32389760.87,5744484.91,25.9,57.9,32.0,Oberkreide
591,GD0284,BRIKREBBERWAERMEP.,32389802.06,5744513.22,57.199999999999996,57.9,32.0,Quaternary
592,GD0284,BRIKREBBERWAERMEP.,32389802.06,5744513.22,25.9,57.9,32.0,Oberkreide
593,GD0285,Reismann-Schürmann,32389390.97,5747161.47,62.9,64.0,62.0,Quaternary
594,GD0285,Reismann-Schürmann,32389390.97,5747161.47,2.0,64.0,62.0,Oberkreide
595,GD0286,BRKETTELERSIEDLUNG,32404014.72,5748811.16,50.0,59.0,55.0,Quaternary
596,GD0286,BRKETTELERSIEDLUNG,32404014.72,5748811.16,4.0,59.0,55.0,Oberkreide
597,GD0287,P.vanderStock,32404484.54,5748651.22,56.0,59.0,31.0,Quaternary
598,GD0287,P.vanderStock,32404484.54,5748651.22,28.0,59.0,31.0,UnterCampanium
599,GD0288,BRI+IIHOESBACHWAERMEP.,32404364.58,5748661.22,54.260000000000005,59.06,39.0,Quaternary
600,GD0288,BRI+IIHOESBACHWAERMEP.,32404364.58,5748661.22,20.060000000000002,59.06,39.0,Oberkreide
601,GD0289,BRI+IIDR.STURMWAERMEP.,32404404.57,5748681.21,55.0,59.0,45.0,Quaternary
602,GD0289,BRI+IIDR.STURMWAERMEP.,32404404.57,5748681.21,14.0,59.0,45.0,Oberkreide
603,GD0290,BR1DEJONGSENDEN,32405144.23,5745842.32,57.0,59.8,35.0,Quaternary
604,GD0290,BR1DEJONGSENDEN,32405144.23,5745842.32,24.799999999999997,59.8,35.0,Oberkreide
605,GD0291,VBR.SAN.-MAT.LAGERDUELMEN,32385258.08,5742529.36,68.67999999999999,72.08,34.0,Quaternary
606,GD0291,VBR.SAN.-MAT.LAGERDUELMEN,32385258.08,5742529.36,38.08,72.08,34.0,Oberkreide
607,GD0292,BR.L.OFFERMANNDERNEKAMP,32384809.36,5741837.48,66.4,66.9,23.0,Quaternary
608,GD0292,BR.L.OFFERMANNDERNEKAMP,32384809.36,5741837.48,43.900000000000006,66.9,23.0,UnterCampanium
609,GD0293,BRWROCKLAGE,32388179.64,5746901.24,59.0,62.5,39.0,Quaternary
610,GD0293,BRWROCKLAGE,32388179.64,5746901.24,23.5,62.5,39.0,UnterCampanium
611,GD0294,BH1SCHULZEFAHRWIKHIDD.,32391239.96,5744323.91,54.3,56.5,22.0,Quaternary
612,GD0294,BH1SCHULZEFAHRWIKHIDD.,32391239.96,5744323.91,34.5,56.5,22.0,UnterCampanium
613,GD0295,KBBKartierbohrungGLA1002,32386932.0,5741389.85,67.2,70.2,66.0,Quaternary
614,GD0295,KBBKartierbohrungGLA1002,32386932.0,5741389.85,10.200000000000003,70.2,66.0,UnterCampanium
615,GD0295,KBBKartierbohrungGLA1002,32386932.0,5741389.85,4.200000000000003,70.2,66.0,OberSantonium
616,GD0296,BRDR.WESSELS,32403814.8,5748741.19,56.0,58.8,37.0,Quaternary
617,GD0296,BRDR.WESSELS,32403814.8,5748741.19,21.799999999999997,58.8,37.0,Oberkreide
618,GD0297,VB1KM38A77RASTPL.BUELD,32384626.03,5747828.13,69.0,71.1,35.0,Quaternary
619,GD0297,VB1KM38A77RASTPL.BUELD,32384626.03,5747828.13,36.099999999999994,71.1,35.0,UnterCampanium
620,GD0298,DIENSTW.126BAHNL.159.03,32408852.79,5746691.93,54.5,57.0,26.3,Quaternary
621,GD0298,DIENSTW.126BAHNL.159.03,32408852.79,5746691.93,30.7,57.0,26.3,OberCampanium
622,GD0299,BRGUTHEIDHORNHILTRUP,32407613.29,5747261.72,50.599999999999994,58.9,32.0,Quaternary
623,GD0299,BRGUTHEIDHORNHILTRUP,32407613.29,5747261.72,26.9,58.9,32.0,AachenFM/UnterSantonium
624,GD0300,WWTelgteBohrungXIII,32416160.18,5761735.86,28.01,48.0,20.2,Quaternary
625,GD0300,WWTelgteBohrungXIII,32416160.18,5761735.86,27.8,48.0,20.2,Oberkreide
626,GD0301,WWTelgteBohrungXIV,32415990.26,5762059.74,27.01,48.0,21.0,Quaternary
627,GD0301,WWTelgteBohrungXIV,32415990.26,5762059.74,27.0,48.0,21.0,Oberkreide
628,GD0302,WWTelgteVK08,32416470.06,5761755.85,27.64,49.64,23.0,Quaternary
629,GD0302,WWTelgteVK08,32416470.06,5761755.85,26.64,49.64,23.0,Oberkreide
630,GD0303,WWTelgteVK09,32416510.05,5761795.84,27.55,49.85,23.5,Quaternary
631,GD0303,WWTelgteVK09,32416510.05,5761795.84,26.35,49.85,23.5,Oberkreide
633,GD0304,Gerbersmann,32416569.86,5753019.32,14.0,55.0,41.0,Oberkreide
634,GD0305,Br.Forstm.-Dienstgehöft,32413416.09,5752139.71,26.8,53.0,26.2,Quaternary
635,GD0306,EBN1LANDESKRANKENHAUS,32405227.45,5759520.9,53.2,55.0,61.0,Quaternary
636,GD0306,EBN1LANDESKRANKENHAUS,32405227.45,5759520.9,-6.0,55.0,61.0,Cretaceous
637,GD0307,B.1HEILANSTALTMARIENTHAL,32405194.46,5759346.97,50.5,57.0,40.0,Quaternary
638,GD0307,B.1HEILANSTALTMARIENTHAL,32405194.46,5759346.97,38.5,57.0,40.0,Cretaceous
639,GD0307,B.1HEILANSTALTMARIENTHAL,32405194.46,5759346.97,17.0,57.0,40.0,Oberkreide
640,GD0308,MESSSTELLE98,32405685.24,5757837.56,40.56,56.56,21.2,Quaternary
642,GD0309,DiplomkartierungD.Ridder,32406002.74,5752517.97,37.1,63.0,26.1,Quaternary
643,GD0309,DiplomkartierungD.Ridder,32406002.74,5752517.97,36.9,63.0,26.1,UnterCampanium
644,GD0310,MESSSTELLE165,32404464.73,5758722.23,48.62,62.62,20.5,Quaternary
645,GD0310,MESSSTELLE165,32404464.73,5758722.23,42.12,62.62,20.5,Oberkreide
646,GD0311,MESSSTELLE185,32404769.57,5756370.16,48.23,60.73,22.0,Quaternary
647,GD0311,MESSSTELLE185,32404769.57,5756370.16,38.73,60.73,22.0,Oberkreide
648,GD0312,B.REITERKASERNEMUENSTER,32404044.91,5759237.03,52.0,59.0,25.0,Quaternary
649,GD0312,B.REITERKASERNEMUENSTER,32404044.91,5759237.03,34.0,59.0,25.0,Oberkreide
650,GD0313,B.GERMANIA-BRAUEREI,32404644.68,5759301.99,28.4,61.0,110.0,Quaternary
651,GD0313,B.GERMANIA-BRAUEREI,32404644.68,5759301.99,-49.0,61.0,110.0,Cretaceous
652,GD0314,SB1/BRLANDESKRANKENH.,32404956.55,5759352.97,54.5,60.3,30.0,Quaternary
653,GD0314,SB1/BRLANDESKRANKENH.,32404956.55,5759352.97,30.299999999999997,60.3,30.0,Cretaceous
654,GD0315,MESSSTELLE457,32404447.77,5759981.73,30.64,57.64,27.5,Quaternary
655,GD0315,MESSSTELLE457,32404447.77,5759981.73,30.14,57.64,27.5,Oberkreide
656,GD0316,KBBKartierbohrungGLANW,32422537.67,5761815.74,37.0,57.0,22.0,Quaternary
657,GD0316,KBBKartierbohrungGLANW,32422537.67,5761815.74,35.0,57.0,22.0,UnterCampanium
658,GD0317,"Kartierbohrg.GDNRW,Emsniederung4013/3009",32422795.56,5761367.92,34.9,55.0,21.0,Quaternary
659,GD0317,"Kartierbohrg.GDNRW,Emsniederung4013/3009",32422795.56,5761367.92,34.0,55.0,21.0,Oberkreide
660,GD0318,BR.PROVINZ.-MUTTERHAUS,32404810.64,5760704.44,51.5,57.0,33.0,Quaternary
661,GD0318,BR.PROVINZ.-MUTTERHAUS,32404810.64,5760704.44,24.0,57.0,33.0,Oberkreide
662,GD0319,MESSSTELLE451,32404430.78,5760578.49,30.23,60.43,30.5,Quaternary
663,GD0319,MESSSTELLE451,32404430.78,5760578.49,29.93,60.43,30.5,Oberkreide
664,GD0320,MESSSTELLE452,32404500.75,5760162.66,35.14,60.14,25.5,Quaternary
665,GD0320,MESSSTELLE452,32404500.75,5760162.66,34.64,60.14,25.5,Oberkreide
666,GD0321,DatenbankStadtwerkeMünster,32404431.21,5760576.67,30.140000000000004,60.34,30.5,Quaternary
667,GD0321,DatenbankStadtwerkeMünster,32404431.21,5760576.67,29.840000000000003,60.34,30.5,Oberkreide
668,GD0322,KBBKartierbohrungGLANW,32423227.39,5761635.81,34.0,55.0,22.0,Quaternary
669,GD0322,KBBKartierbohrungGLANW,32423227.39,5761635.81,33.0,55.0,22.0,UnterCampanium
670,GD0323,BR.SIEDLUNGHANDORF,32409792.69,5761256.14,51.2,53.0,60.0,Quaternary
671,GD0323,BR.SIEDLUNGHANDORF,32409792.69,5761256.14,-7.0,53.0,60.0,Oberkreide
672,GD0324,B.IVLS.BUNKERMUENST.HBF,32406224.02,5757237.79,53.2,60.0,50.4,Quaternary
673,GD0324,B.IVLS.BUNKERMUENST.HBF,32406224.02,5757237.79,9.600000000000001,60.0,50.4,Oberkreide
674,GD0325,B.IIILS.BUNKERMUENST.HBF,32406234.01,5757277.77,55.9,60.0,41.3,Quaternary
675,GD0325,B.IIILS.BUNKERMUENST.HBF,32406234.01,5757277.77,18.700000000000003,60.0,41.3,Oberkreide
676,GD0326,B.IILS.BUNKERMUENST.HBF,32406326.97,5757233.79,55.1,60.0,35.0,Quaternary
677,GD0326,B.IILS.BUNKERMUENST.HBF,32406326.97,5757233.79,25.0,60.0,35.0,Oberkreide
678,GD0327,"BR1BERGMANN,Hauptstr.120",32411312.08,5760996.22,34.300000000000004,49.2,67.75,Quaternary
679,GD0327,"BR1BERGMANN,Hauptstr.120",32411312.08,5760996.22,-18.549999999999997,49.2,67.75,UnterSantonium
680,GD0328,"BR2BERGMANN,Hauptstr.120",32411297.09,5761011.22,33.0,49.2,62.3,Quaternary
681,GD0328,"BR2BERGMANN,Hauptstr.120",32411297.09,5761011.22,-13.099999999999994,49.2,62.3,UnterSantonium
682,GD0329,B10FLUGPLATZHANDORF,32411931.85,5761805.89,29.8,51.0,22.0,Quaternary
683,GD0329,B10FLUGPLATZHANDORF,32411931.85,5761805.89,29.0,51.0,22.0,Oberkreide
684,GD0330,PegelY204BW,32411906.87,5762108.77,31.74,50.94,20.2,Quaternary
685,GD0330,PegelY204BW,32411906.87,5762108.77,30.74,50.94,20.2,Oberkreide
686,GD0331,BR.VOELLER,32408213.3,5760866.32,54.0,55.0,35.0,Quaternary
687,GD0331,BR.VOELLER,32408213.3,5760866.32,20.0,55.0,35.0,UnterCampanium
688,GD0332,Aegidiimarkt,32405318.69,5757509.75,47.6,58.1,20.2,Quaternary
689,GD0332,Aegidiimarkt,32405318.69,5757509.75,37.900000000000006,58.1,20.2,Oberkreide
690,GD0333,Brg.A21AusbauBundesstr.51Umgehungsstr.,32405944.08,5754998.68,41.870000000000005,62.67,21.1,Quaternary
691,GD0333,Brg.A21AusbauBundesstr.51Umgehungsstr.,32405944.08,5754998.68,41.57,62.67,21.1,Oberkreide
692,GD0334,DatenbankStadtwerkeMünster,32405857.08,5753261.37,48.60000000000001,69.4,23.3,Quaternary
693,GD0334,DatenbankStadtwerkeMünster,32405857.08,5753261.37,46.10000000000001,69.4,23.3,Oberkreide
694,GD0335,DatenbankStadtwerkeMünster,32405868.08,5753217.39,44.36,69.36,25.5,Quaternary
695,GD0335,DatenbankStadtwerkeMünster,32405868.08,5753217.39,43.86,69.36,25.5,Oberkreide
696,GD0336,DatenbankStadtwerkeMünster,32405907.06,5753278.37,49.43000000000001,69.23,20.5,Quaternary
697,GD0336,DatenbankStadtwerkeMünster,32405907.06,5753278.37,48.730000000000004,69.23,20.5,Oberkreide
698,GD0337,WaldfriedhofLauheide,32414220.95,5761695.91,38.1,50.0,31.0,Quaternary
699,GD0337,WaldfriedhofLauheide,32414220.95,5761695.91,19.0,50.0,31.0,AachenFM/UnterSantonium
700,GD0338,"KartierbohrungGDNRW,Emsniederung4012/1005",32415715.22,5753960.96,50.3,57.5,32.0,Quaternary
701,GD0338,"KartierbohrungGDNRW,Emsniederung4012/1005",32415715.22,5753960.96,25.5,57.5,32.0,Oberkreide
702,GD0339,B1+2LAUHOFFWAERMEP.WOLB.,32412121.62,5753104.35,44.9,51.9,40.0,Quaternary
703,GD0339,B1+2LAUHOFFWAERMEP.WOLB.,32412121.62,5753104.35,11.899999999999999,51.9,40.0,UnterCampanium
704,GD0340,MESSSTELLE38,32405691.24,5757946.52,41.03,55.53,20.2,Quaternary
705,GD0340,MESSSTELLE38,32405691.24,5757946.52,35.33,55.53,20.2,Oberkreide
706,GD0341,B.LANDESGRUNDWASSERD.VI/13,32415000.64,5761575.94,25.7,50.0,25.3,Quaternary
707,GD0341,B.LANDESGRUNDWASSERD.VI/13,32415000.64,5761575.94,24.7,50.0,25.3,UnterCampanium
708,GD0342,KartierbohrungGDNRWEmsniederung/Beck.Bg.,32415908.28,5761697.88,28.5,47.5,23.0,Quaternary
709,GD0342,KartierbohrungGDNRWEmsniederung/Beck.Bg.,32415908.28,5761697.88,24.5,47.5,23.0,Oberkreide
710,GD0343,TanklagerEverswinkel,32424356.78,5752089.59,57.2,59.5,96.0,Quaternary
711,GD0343,TanklagerEverswinkel,32424356.78,5752089.59,-36.5,59.5,96.0,Oberkreide
712,GD0344,WasserwerkRaestrup,32422867.47,5758012.25,34.400000000000006,56.2,22.0,Quaternary
713,GD0344,WasserwerkRaestrup,32422867.47,5758012.25,34.2,56.2,22.0,Oberkreide
714,GD0345,Brg.A22AusbauBundesstr.51Umgehungsstr.,32405964.07,5755028.67,40.980000000000004,62.78,34.0,Quaternary
715,GD0345,Brg.A22AusbauBundesstr.51Umgehungsstr.,32405964.07,5755028.67,28.78,62.78,34.0,Oberkreide
716,GD0346,"BRISTINN,GRUPP,GOSING",32408213.25,5758047.44,51.0,57.0,50.0,Quaternary
717,GD0346,"BRISTINN,GRUPP,GOSING",32408213.25,5758047.44,7.0,57.0,50.0,Oberkreide
718,GD0347,"Kläranlage,Freckenhorst",32427735.47,5752939.21,53.5,57.0,22.5,Quaternary
719,GD0347,"Kläranlage,Freckenhorst",32427735.47,5752939.21,34.5,57.0,22.5,Oberkreide
720,GD0348,TanklagerEverswinkel,32425136.48,5752099.58,56.4,58.0,100.0,Quaternary
721,GD0348,TanklagerEverswinkel,32425136.48,5752099.58,-42.0,58.0,100.0,Oberkreide
722,GD0349,TanklagerEverswinkel,32425136.48,5752189.54,50.5,58.0,100.0,Quaternary
723,GD0349,TanklagerEverswinkel,32425136.48,5752189.54,-42.0,58.0,100.0,Oberkreide
724,GD0350,AusbauB51/B54Münster,32405290.34,5754818.76,44.49999999999999,68.6,27.0,Quaternary
725,GD0350,AusbauB51/B54Münster,32405290.34,5754818.76,41.599999999999994,68.6,27.0,UnterCampanium
726,GD0351,AusbauB51/B54Münster,32405632.2,5754908.72,42.080000000000005,65.48,24.0,Quaternary
727,GD0351,AusbauB51/B54Münster,32405632.2,5754908.72,41.480000000000004,65.48,24.0,UnterCampanium
728,GD0352,KB4LVM-ERWEITER.GEBAEUDE,32404884.52,5756288.19,50.9,63.9,21.3,Quaternary
729,GD0352,KB4LVM-ERWEITER.GEBAEUDE,32404884.52,5756288.19,42.599999999999994,63.9,21.3,Oberkreide
730,GD0353,BI+IISPORTBADSUDMUEHLE,32410342.48,5761625.99,45.8,51.0,30.0,Quaternary
731,GD0353,BI+IISPORTBADSUDMUEHLE,32410342.48,5761625.99,21.0,51.0,30.0,Oberkreide
732,GD0354,KläranlageMünster-Mariendorf,32410382.47,5761985.84,47.5,51.3,31.0,Quaternary
733,GD0354,KläranlageMünster-Mariendorf,32410382.47,5761985.84,20.299999999999997,51.3,31.0,UnterCampanium
734,GD0355,B.DR.BUDDE-WOLBECK,32411162.03,5754928.63,40.9,54.0,30.0,Quaternary
735,GD0355,B.DR.BUDDE-WOLBECK,32411162.03,5754928.63,24.0,54.0,30.0,Oberkreide
736,GD0356,EBIVWWRAESTRUP,32422462.63,5758160.2,31.1,50.5,21.0,Quaternary
737,GD0356,EBIVWWRAESTRUP,32422462.63,5758160.2,29.5,50.5,21.0,Oberkreide
738,GD0357,AusbauB51/B54Münster,32405636.2,5754894.73,41.71,67.61,29.0,Quaternary
739,GD0357,AusbauB51/B54Münster,32405636.2,5754894.73,38.61,67.61,29.0,UnterCampanium
740,GD0358,AusbauB51/B54Münster,32405803.14,5754928.71,40.9,62.9,22.1,Quaternary
741,GD0358,AusbauB51/B54Münster,32405803.14,5754928.71,40.8,62.9,22.1,UnterCampanium
742,GD0359,MESSSTELLE304,32405860.08,5753289.36,41.8,63.0,21.5,Quaternary
743,GD0359,MESSSTELLE304,32405860.08,5753289.36,41.5,63.0,21.5,Oberkreide
744,GD0360,MESSSTELLE375,32405884.07,5753292.36,41.7,63.0,21.5,Quaternary
745,GD0360,MESSSTELLE375,32405884.07,5753292.36,41.5,63.0,21.5,Oberkreide
746,GD0361,MESSSTELLE463,32405482.24,5754055.06,48.540000000000006,68.54,22.5,Quaternary
747,GD0361,MESSSTELLE463,32405482.24,5754055.06,46.040000000000006,68.54,22.5,Oberkreide
748,GD0362,MESSSTELLE464,32405336.3,5753868.14,48.239999999999995,70.44,23.0,Quaternary
749,GD0362,MESSSTELLE464,32405336.3,5753868.14,47.44,70.44,23.0,Oberkreide
750,GD0363,"KartierbohrungGDNRW,Emsniederung4012/1004",32413774.97,5753347.23,44.0,55.0,32.0,Quaternary
751,GD0363,"KartierbohrungGDNRW,Emsniederung4012/1004",32413774.97,5753347.23,23.0,55.0,32.0,Oberkreide
752,GD0364,BR.2VORSEHUNGSKLOSTER,32409812.68,5761426.07,33.0,53.0,25.0,Quaternary
753,GD0364,BR.2VORSEHUNGSKLOSTER,32409812.68,5761426.07,28.0,53.0,25.0,Oberkreide
754,GD0365,BR.BRAUNSCHWEIGANGELMODDE,32410772.14,5752869.46,45.5,53.0,32.0,Quaternary
755,GD0365,BR.BRAUNSCHWEIGANGELMODDE,32410772.14,5752869.46,21.0,53.0,32.0,Oberkreide
756,GD0366,BR.HAVERKAMP-ANGELMODDE,32410842.11,5752669.54,46.2,53.0,30.0,Quaternary
757,GD0366,BR.HAVERKAMP-ANGELMODDE,32410842.11,5752669.54,23.0,53.0,30.0,Oberkreide
758,GD0367,BR1GARTENAMTROXEL,32409992.47,5753969.03,46.9,55.0,30.0,Quaternary
759,GD0367,BR1GARTENAMTROXEL,32409992.47,5753969.03,25.0,55.0,30.0,UnterCampanium
760,GD0368,Brauchwasserbr.Kläranlg.Warendorf,32429025.03,5757277.46,43.0,55.0,36.0,Quaternary
761,GD0368,Brauchwasserbr.Kläranlg.Warendorf,32429025.03,5757277.46,19.0,55.0,36.0,UnterCampanium
762,GD0369,"Kartierbohrg.GDNRW,Emsniederung4013/1011",32429159.01,5759610.53,40.5,57.5,29.0,Quaternary
763,GD0369,"Kartierbohrg.GDNRW,Emsniederung4013/1011",32429159.01,5759610.53,28.5,57.5,29.0,Oberkreide
764,GD0370,MESSSTELLE318,32404531.6,5752978.51,57.0,60.0,20.5,Quaternary
765,GD0370,MESSSTELLE318,32404531.6,5752978.51,39.5,60.0,20.5,Oberkreide
766,GD0371,MESSSTELLE320,32404755.51,5753083.46,54.2,61.0,20.5,Quaternary
767,GD0371,MESSSTELLE320,32404755.51,5753083.46,40.5,61.0,20.5,Oberkreide
768,GD0372,BR.LAGERTELGTESPORTPL.,32417029.82,5760736.25,28.5,50.0,28.5,Quaternary
769,GD0372,BR.LAGERTELGTESPORTPL.,32417029.82,5760736.25,21.5,50.0,28.5,Oberkreide
770,GD0373,"KartierbohrungGDNRW,Emsniederung4012/1007",32417546.62,5760986.14,34.2,50.0,32.0,Quaternary
771,GD0373,"KartierbohrungGDNRW,Emsniederung4012/1007",32417546.62,5760986.14,18.0,50.0,32.0,Oberkreide
772,GD0374,WWTelgte3B,32417939.49,5761955.75,36.699999999999996,53.8,21.1,Quaternary
773,GD0374,WWTelgte3B,32417939.49,5761955.75,32.699999999999996,53.8,21.1,Oberkreide
774,GD0375,AusbauB51/B54Münster,32405977.07,5755031.67,40.980000000000004,62.78,34.0,Quaternary
775,GD0375,AusbauB51/B54Münster,32405977.07,5755031.67,28.78,62.78,34.0,UnterCampanium
776,GD0376,POSTEN47KM63.340BAHNL.,32404154.76,5753979.11,50.5,61.0,32.0,Quaternary
777,GD0376,POSTEN47KM63.340BAHNL.,32404154.76,5753979.11,29.0,61.0,32.0,Oberkreide
779,GD0377,Diplomkartierung/ArbeitHagedorn,32403745.07,5761396.18,24.200000000000003,54.2,30.0,UnterCampanium
780,GD0378,BXIIWASSERERSCHL.STADT,32416779.94,5761595.91,26.15,50.0,23.9,Quaternary
781,GD0378,BXIIWASSERERSCHL.STADT,32416779.94,5761595.91,26.1,50.0,23.9,Oberkreide
782,GD0379,BXIII(alt),32416132.2,5761819.83,26.9,47.0,20.2,Quaternary
783,GD0379,BXIII(alt),32416132.2,5761819.83,26.8,47.0,20.2,Oberkreide
784,GD0380,B.10STADTTELGTEKLATENB.,32416170.18,5761565.93,28.4,51.0,23.0,Quaternary
785,GD0380,B.10STADTTELGTEKLATENB.,32416170.18,5761565.93,28.0,51.0,23.0,Oberkreide
786,GD0381,BVIIIWASSERV.STADTTELG.,32416260.14,5761505.95,29.5,50.0,21.0,Quaternary
787,GD0381,BVIIIWASSERV.STADTTELG.,32416260.14,5761505.95,29.0,50.0,21.0,Oberkreide
788,GD0382,B.5STADTTELGTEKLATENB.,32416300.12,5761216.07,31.0,51.0,20.5,Quaternary
789,GD0382,B.5STADTTELGTEKLATENB.,32416300.12,5761216.07,30.5,51.0,20.5,Oberkreide
790,GD0383,BR.WASSERVERS.STADTTELGTE,32416350.11,5761545.94,28.05,48.0,20.0,Quaternary
791,GD0383,BR.WASSERVERS.STADTTELGTE,32416350.11,5761545.94,28.0,48.0,20.0,Oberkreide
792,GD0384,BR.XIWASSERVERS.TELGTE,32416869.9,5761226.06,32.400000000000006,52.7,20.5,Quaternary
793,GD0384,BR.XIWASSERVERS.TELGTE,32416869.9,5761226.06,32.2,52.7,20.5,Oberkreide
794,GD0385,WWTelgte25,32416575.03,5762015.75,30.250000000000004,52.95,23.2,Quaternary
795,GD0385,WWTelgte25,32416575.03,5762015.75,29.750000000000004,52.95,23.2,Oberkreide
796,GD0386,WWTelgte28,32416600.02,5762035.74,31.729999999999997,52.33,21.1,Quaternary
797,GD0386,WWTelgte28,32416600.02,5762035.74,31.229999999999997,52.33,21.1,Oberkreide
798,GD0387,WWTelgte30,32416610.01,5762090.72,27.85,52.95,25.5,Quaternary
799,GD0387,WWTelgte30,32416610.01,5762090.72,27.450000000000003,52.95,25.5,Oberkreide
800,GD0388,DiplomkartierungHankeUni-Münster,32406253.97,5755300.56,40.47,60.27,21.5,Quaternary
801,GD0388,DiplomkartierungHankeUni-Münster,32406253.97,5755300.56,38.77,60.27,21.5,UnterCampanium
802,GD0389,DatenbankStadtwerkeMünster,32405499.23,5753866.14,44.0,64.0,22.5,Quaternary
803,GD0389,DatenbankStadtwerkeMünster,32405499.23,5753866.14,41.5,64.0,22.5,Oberkreide
804,GD0390,BR3GARTENAMTROXEL,32410052.45,5753999.02,47.8,55.0,30.0,Quaternary
805,GD0390,BR3GARTENAMTROXEL,32410052.45,5753999.02,25.0,55.0,30.0,UnterCampanium
806,GD0391,BR.DICKMANNANGELMODDE,32410952.09,5753979.01,40.75,54.0,29.0,Quaternary
807,GD0391,BR.DICKMANNANGELMODDE,32410952.09,5753979.01,25.0,54.0,29.0,Oberkreide
808,GD0392,"Wersebad""Stapelskotten"",Flur35",32410043.49,5756011.22,47.8,55.0,27.0,Quaternary
809,GD0392,"Wersebad""Stapelskotten"",Flur35",32410043.49,5756011.22,28.0,55.0,27.0,Oberkreide
810,GD0393,GärtnerstelleTertilt,32412251.59,5754458.81,51.7,55.0,35.0,Quaternary
811,GD0393,GärtnerstelleTertilt,32412251.59,5754458.81,20.0,55.0,35.0,Oberkreide
812,GD0394,GärtnerstelleTertilt,32412236.6,5754483.8,51.7,55.0,20.0,Quaternary
813,GD0394,GärtnerstelleTertilt,32412236.6,5754483.8,35.0,55.0,20.0,Oberkreide
814,GD0395,BR.SACHER-MünsterSchiffahrterdamm,32408403.24,5761196.18,50.6,53.0,30.0,Quaternary
815,GD0395,BR.SACHER-MünsterSchiffahrterdamm,32408403.24,5761196.18,23.0,53.0,30.0,UnterCampanium
816,GD0396,BR.2GARTENAMTROXEL,32409772.56,5753969.03,45.0,55.0,30.0,Quaternary
817,GD0396,BR.2GARTENAMTROXEL,32409772.56,5753969.03,25.0,55.0,30.0,Oberkreide
818,GD0397,AusbauB51/B54Münster,32405903.1,5754973.69,42.0,62.7,21.0,Quaternary
819,GD0397,AusbauB51/B54Münster,32405903.1,5754973.69,41.7,62.7,21.0,UnterCampanium
